person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,probability_of_default_xgb (%),predicted_status_xgb,real_status (Target),segmento_riesgo_IA
36,29500,OWN,4.0,VENTURE,B,1250,11.83,0,0.04,N,15,0.11227529,0,0,Riesgo Bajo
26,30000,RENT,5.0,DEBTCONSOLIDATION,C,15000,12.84,1,0.5,N,3,99.35909,1,1,Riesgo Alto
24,110000,RENT,1.0,MEDICAL,A,7000,7.51,0,0.06,N,2,5.5573044,0,0,Riesgo Bajo
26,110000,MORTGAGE,2.0,VENTURE,D,4500,14.84,0,0.04,N,4,31.118341,0,0,Riesgo Medio
25,29120,RENT,0.0,HOMEIMPROVEMENT,D,6400,16.29,1,0.22,N,2,99.118996,1,1,Riesgo Alto
33,125000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10975,6.99,0,0.09,N,9,2.5340903,0,0,Riesgo Bajo
44,50000,OWN,6.0,VENTURE,C,8500,10.99,0,0.17,N,15,0.1374383,0,0,Riesgo Bajo
22,50000,OWN,3.0,EDUCATION,A,5000,7.29,0,0.1,N,4,0.1956447,0,0,Riesgo Bajo
23,74000,RENT,7.0,EDUCATION,A,6000,5.79,0,0.08,N,3,9.883787,0,0,Riesgo Bajo
23,34320,RENT,5.0,DEBTCONSOLIDATION,F,7000,18.3,1,0.2,Y,3,95.48295,1,1,Riesgo Alto
29,41700,RENT,0.0,EDUCATION,A,4500,10.99,0,0.11,N,6,27.198065,0,0,Riesgo Medio
25,27996,RENT,0.0,MEDICAL,B,1500,11.89,0,0.05,N,3,32.889366,0,0,Riesgo Medio
23,108000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,4000,10.99,1,0.04,N,2,22.517004,0,1,Riesgo Medio
28,24000,RENT,0.0,EDUCATION,B,5000,11.86,0,0.21,N,8,26.682854,0,0,Riesgo Medio
23,33359,RENT,2.0,EDUCATION,A,9000,10.99,1,0.27,N,4,44.687267,0,1,Riesgo Medio
32,30000,RENT,3.0,MEDICAL,D,3600,14.11,1,0.12,Y,9,94.910515,1,1,Riesgo Alto
38,50004,RENT,2.0,HOMEIMPROVEMENT,C,6000,13.79,0,0.12,Y,11,20.996832,0,0,Riesgo Medio
41,50000,MORTGAGE,24.0,DEBTCONSOLIDATION,A,5000,6.76,0,0.1,N,12,23.93948,0,0,Riesgo Medio
22,34000,RENT,4.0,DEBTCONSOLIDATION,C,5000,12.73,1,0.15,Y,3,67.85389,1,1,Riesgo Alto
31,123000,RENT,2.0,VENTURE,A,7000,8.49,0,0.06,N,10,0.63251716,0,0,Riesgo Bajo
29,69000,MORTGAGE,6.0,PERSONAL,D,18000,12.61,0,0.26,N,9,65.31847,1,0,Riesgo Alto
23,38000,RENT,3.0,MEDICAL,C,4000,14.26,0,0.11,N,4,43.759853,0,0,Riesgo Medio
28,32000,RENT,12.0,DEBTCONSOLIDATION,A,12000,7.88,1,0.38,N,9,99.121544,1,1,Riesgo Alto
25,125000,RENT,9.0,EDUCATION,C,21000,12.99,0,0.17,Y,3,15.988508,0,0,Riesgo Bajo
21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,1,0.18,N,3,98.94867,1,1,Riesgo Alto
30,137057,MORTGAGE,13.0,VENTURE,B,4750,12.18,0,0.03,N,7,0.8948808,0,0,Riesgo Bajo
23,51000,RENT,3.0,EDUCATION,C,12000,12.99,0,0.24,N,3,17.704884,0,0,Riesgo Bajo
40,22800,RENT,0.0,MEDICAL,A,1500,7.29,0,0.07,N,16,11.403478,0,0,Riesgo Bajo
22,30000,RENT,2.0,PERSONAL,B,5500,11.86,0,0.18,N,3,49.229927,0,0,Riesgo Medio
24,26000,RENT,3.0,MEDICAL,B,7850,9.96,0,0.3,N,2,22.591703,0,0,Riesgo Medio
37,97000,RENT,8.0,HOMEIMPROVEMENT,F,25000,19.41,0,0.26,N,11,81.34997,1,0,Riesgo Alto
37,52000,RENT,0.0,VENTURE,C,14000,13.16,0,0.27,Y,15,22.162313,0,0,Riesgo Medio
25,30000,RENT,9.0,HOMEIMPROVEMENT,C,5600,10.99,1,0.19,Y,4,88.44143,1,1,Riesgo Alto
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,1.4382377,0,0,Riesgo Bajo
25,25200,RENT,0.0,DEBTCONSOLIDATION,B,6000,9.76,0,0.24,N,3,21.379066,0,0,Riesgo Medio
25,107000,MORTGAGE,1.0,MEDICAL,A,1000,7.4,0,0.01,N,4,5.031498,0,0,Riesgo Bajo
29,12000,RENT,0.0,PERSONAL,B,5600,12.18,1,0.47,N,10,99.8606,1,1,Riesgo Alto
24,40000,RENT,0.0,PERSONAL,A,10000,8.49,0,0.25,N,3,14.281003,0,0,Riesgo Bajo
21,28800,RENT,3.0,EDUCATION,C,6000,13.8,0,0.21,Y,4,28.179022,0,0,Riesgo Medio
23,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3850,5.42,0,0.07,N,2,8.344307,0,0,Riesgo Bajo
22,57000,MORTGAGE,6.0,EDUCATION,B,25000,9.01,0,0.44,N,2,18.9335,0,0,Riesgo Bajo
27,85000,MORTGAGE,12.0,VENTURE,A,3800,6.03,0,0.04,N,6,0.40115812,0,0,Riesgo Bajo
25,125000,OWN,4.0,VENTURE,A,12000,7.88,0,0.1,N,3,0.029522946,0,0,Riesgo Bajo
29,83500,RENT,1.0,HOMEIMPROVEMENT,C,15000,13.43,0,0.18,Y,10,26.021368,0,0,Riesgo Medio
25,15000,RENT,0.0,MEDICAL,A,2000,7.88,0,0.13,N,4,14.274916,0,0,Riesgo Bajo
26,48000,RENT,4.0,DEBTCONSOLIDATION,B,8400,11.12,0,0.17,N,2,23.20571,0,0,Riesgo Medio
28,174000,MORTGAGE,2.0,PERSONAL,D,12000,10.99,0,0.07,N,10,53.6104,1,0,Riesgo Alto
27,110004,MORTGAGE,5.0,PERSONAL,C,25000,12.73,0,0.23,Y,6,19.448332,0,0,Riesgo Bajo
24,45000,MORTGAGE,0.0,VENTURE,A,3600,10.99,0,0.08,N,2,5.254572,0,0,Riesgo Bajo
23,84000,OWN,7.0,EDUCATION,A,17500,8.9,0,0.21,N,3,0.4223053,0,0,Riesgo Bajo
24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,13.960523,0,0,Riesgo Bajo
26,55000,RENT,1.0,EDUCATION,A,3200,8.49,0,0.06,N,3,15.56872,0,0,Riesgo Bajo
27,30000,RENT,8.0,MEDICAL,A,5600,10.99,0,0.19,N,6,40.537903,0,0,Riesgo Medio
22,27600,RENT,0.0,VENTURE,D,6700,15.31,1,0.24,N,3,98.12573,1,1,Riesgo Alto
33,106000,MORTGAGE,2.0,EDUCATION,A,6000,8.49,0,0.06,N,8,6.214175,0,0,Riesgo Bajo
29,34000,RENT,4.0,MEDICAL,B,5500,10.99,0,0.16,N,5,49.740475,0,0,Riesgo Medio
42,32400,RENT,1.0,DEBTCONSOLIDATION,D,8875,16.29,1,0.27,N,16,99.23843,1,1,Riesgo Alto
35,106369,MORTGAGE,2.0,MEDICAL,A,8325,6.99,0,0.08,N,10,1.9446062,0,0,Riesgo Bajo
27,129996,MORTGAGE,11.0,PERSONAL,A,4800,9.63,0,0.04,N,9,17.326805,0,0,Riesgo Bajo
24,52800,RENT,8.0,DEBTCONSOLIDATION,A,9000,7.49,0,0.17,N,4,17.801422,0,0,Riesgo Bajo
22,30000,RENT,5.0,VENTURE,B,7200,11.71,0,0.24,N,3,7.3054166,0,0,Riesgo Bajo
29,60000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,10000,5.79,0,0.17,N,6,7.0788717,0,0,Riesgo Bajo
33,102368,MORTGAGE,6.0,HOMEIMPROVEMENT,B,11000,11.14,0,0.11,N,8,11.722563,0,0,Riesgo Bajo
24,55530,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,5.99,0,0.14,N,4,16.99158,0,0,Riesgo Bajo
25,39996,OWN,2.0,VENTURE,A,12000,8.94,0,0.3,N,3,0.038480733,0,0,Riesgo Bajo
23,55000,MORTGAGE,7.0,PERSONAL,D,6625,16.77,0,0.12,Y,3,44.56299,0,0,Riesgo Medio
31,60000,OWN,0.0,VENTURE,B,24250,12.18,0,0.4,N,5,0.066676676,0,0,Riesgo Bajo
23,49161,RENT,1.0,HOMEIMPROVEMENT,D,8000,13.17,1,0.16,Y,4,98.3671,1,1,Riesgo Alto
35,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,25000,12.73,0,0.42,N,8,22.84634,0,0,Riesgo Medio
26,45900,RENT,0.0,PERSONAL,B,12000,10.39,0,0.26,N,3,19.706593,0,0,Riesgo Bajo
38,78000,MORTGAGE,8.0,VENTURE,A,6250,6.76,0,0.08,N,16,0.35158458,0,0,Riesgo Bajo
34,80000,RENT,6.0,EDUCATION,C,14000,14.27,0,0.17,Y,7,12.090709,0,0,Riesgo Bajo
27,47000,MORTGAGE,11.0,DEBTCONSOLIDATION,G,7750,10.99,1,0.16,N,7,90.41948,1,1,Riesgo Alto
28,45000,RENT,1.0,MEDICAL,B,10000,9.91,0,0.22,N,5,15.31405,0,0,Riesgo Bajo
22,59000,RENT,2.0,PERSONAL,B,21000,10.71,1,0.36,N,3,99.217155,1,1,Riesgo Alto
27,88000,RENT,4.0,VENTURE,A,10000,7.51,0,0.11,N,7,1.0388883,0,0,Riesgo Bajo
23,87000,RENT,1.0,DEBTCONSOLIDATION,B,7500,10.33,0,0.09,N,2,19.45927,0,0,Riesgo Bajo
24,20400,RENT,3.0,VENTURE,C,7550,14.79,1,0.37,N,4,98.84819,1,1,Riesgo Alto
24,105018,MORTGAGE,8.0,HOMEIMPROVEMENT,D,28000,15.62,0,0.27,Y,4,62.80948,1,0,Riesgo Alto
22,50000,MORTGAGE,6.0,VENTURE,A,6800,6.92,0,0.14,N,4,0.36345482,0,0,Riesgo Bajo
26,85000,MORTGAGE,0.0,MEDICAL,A,11600,5.42,0,0.14,N,4,3.714051,0,0,Riesgo Bajo
25,47000,RENT,2.0,MEDICAL,C,12000,15.96,0,0.26,Y,2,52.046932,1,0,Riesgo Alto
27,33200,RENT,0.0,MEDICAL,B,10000,11.71,0,0.3,N,5,56.072533,1,0,Riesgo Alto
26,70000,RENT,2.0,DEBTCONSOLIDATION,B,10000,9.45,0,0.14,N,3,13.101432,0,0,Riesgo Bajo
21,30000,RENT,0.0,VENTURE,A,5000,8.59,0,0.17,N,2,4.4830227,0,0,Riesgo Bajo
36,72500,RENT,2.0,MEDICAL,A,10000,7.9,0,0.14,N,11,9.427568,0,0,Riesgo Bajo
23,97000,RENT,7.0,VENTURE,B,30000,10.65,1,0.31,N,2,98.69265,1,1,Riesgo Alto
25,70000,RENT,0.0,MEDICAL,B,10000,10.95,0,0.14,N,3,14.013306,0,0,Riesgo Bajo
29,85500,MORTGAGE,3.0,EDUCATION,A,9500,10.99,0,0.11,N,9,14.16795,0,0,Riesgo Bajo
25,29000,RENT,1.0,HOMEIMPROVEMENT,D,4000,14.54,1,0.14,Y,3,98.91064,1,1,Riesgo Alto
30,57996,RENT,2.0,DEBTCONSOLIDATION,C,8400,12.98,0,0.14,Y,8,30.81201,0,0,Riesgo Medio
24,33996,RENT,2.0,EDUCATION,D,5000,14.96,1,0.15,Y,4,97.34702,1,1,Riesgo Alto
27,30000,RENT,2.0,VENTURE,B,11500,10.36,1,0.38,N,6,99.41749,1,1,Riesgo Alto
42,96000,MORTGAGE,9.0,PERSONAL,A,5100,5.42,0,0.05,N,14,1.3030415,0,0,Riesgo Bajo
26,50000,RENT,10.0,PERSONAL,B,18950,10.99,1,0.38,N,3,98.57263,1,1,Riesgo Alto
28,98000,MORTGAGE,6.0,MEDICAL,A,1000,7.74,0,0.01,N,9,5.4409766,0,0,Riesgo Bajo
31,125000,MORTGAGE,4.0,VENTURE,B,12500,11.48,0,0.1,N,10,0.61232543,0,0,Riesgo Bajo
24,50004,RENT,4.0,DEBTCONSOLIDATION,C,7200,12.84,0,0.14,Y,3,21.13042,0,0,Riesgo Medio
25,52000,RENT,9.0,EDUCATION,C,16000,13.98,1,0.31,N,3,98.744385,1,1,Riesgo Alto
30,54000,RENT,9.0,HOMEIMPROVEMENT,C,15000,14.27,1,0.28,Y,8,64.992325,1,1,Riesgo Alto
26,48000,RENT,3.0,VENTURE,A,4000,5.79,0,0.08,N,2,1.0635067,0,0,Riesgo Bajo
34,50725,RENT,1.0,PERSONAL,C,5400,13.16,0,0.11,Y,9,18.813225,0,0,Riesgo Bajo
35,30000,RENT,0.0,EDUCATION,A,6475,5.42,0,0.22,N,7,16.735617,0,0,Riesgo Bajo
24,50000,MORTGAGE,3.0,VENTURE,A,15000,8.9,0,0.3,N,2,0.68755186,0,0,Riesgo Bajo
25,70000,MORTGAGE,4.0,PERSONAL,C,15000,13.16,1,0.21,Y,3,21.31702,0,1,Riesgo Medio
28,66000,RENT,0.0,VENTURE,C,7500,11.28,1,0.11,Y,7,32.52691,0,1,Riesgo Medio
23,51600,MORTGAGE,1.0,PERSONAL,B,4800,10.99,1,0.09,N,3,28.813808,0,1,Riesgo Medio
30,51996,MORTGAGE,5.0,VENTURE,A,3200,6.99,0,0.06,N,10,0.60056907,0,0,Riesgo Bajo
27,102000,RENT,2.0,HOMEIMPROVEMENT,A,10150,10.99,0,0.1,N,6,11.457608,0,0,Riesgo Bajo
27,120000,RENT,2.0,EDUCATION,B,11050,12.69,0,0.09,N,6,15.563385,0,0,Riesgo Bajo
28,45000,MORTGAGE,2.0,EDUCATION,A,3000,5.79,0,0.07,N,8,11.14248,0,0,Riesgo Bajo
26,82000,MORTGAGE,5.0,EDUCATION,C,1000,14.27,0,0.01,Y,2,23.524248,0,0,Riesgo Medio
22,18700,RENT,3.0,EDUCATION,A,3600,8.9,1,0.19,N,4,98.65286,1,1,Riesgo Alto
23,51000,OWN,7.0,PERSONAL,A,6000,5.42,0,0.12,N,4,0.396808,0,0,Riesgo Bajo
27,30996,RENT,4.0,DEBTCONSOLIDATION,D,5775,14.91,1,0.19,N,10,92.391075,1,1,Riesgo Alto
34,89000,MORTGAGE,17.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.11,N,7,16.441044,0,0,Riesgo Bajo
26,81360,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,7.9,0,0.07,N,4,10.396635,0,0,Riesgo Bajo
22,33650,RENT,1.0,EDUCATION,D,6000,12.86,1,0.18,N,4,88.48534,1,1,Riesgo Alto
31,25000,RENT,0.0,MEDICAL,C,4800,11.54,0,0.19,Y,10,34.230095,0,0,Riesgo Medio
22,60000,RENT,4.0,PERSONAL,A,9600,7.9,0,0.16,N,3,8.8692255,0,0,Riesgo Bajo
36,16800,RENT,2.0,PERSONAL,C,1200,13.06,0,0.07,N,15,61.2115,1,0,Riesgo Alto
34,140004,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,10.99,0,0.09,N,8,18.189499,0,0,Riesgo Bajo
22,74476,MORTGAGE,6.0,EDUCATION,A,5000,8.49,1,0.07,N,4,16.779295,0,1,Riesgo Bajo
30,62000,MORTGAGE,9.0,EDUCATION,C,5000,13.11,0,0.08,Y,8,31.846252,0,0,Riesgo Medio
28,30784,RENT,0.0,PERSONAL,A,6000,9.32,0,0.19,N,8,35.373005,0,0,Riesgo Medio
25,150000,RENT,3.0,HOMEIMPROVEMENT,C,6000,13.48,0,0.04,N,2,13.891991,0,0,Riesgo Bajo
22,72000,RENT,6.0,VENTURE,E,15000,17.19,0,0.21,N,2,46.75029,0,0,Riesgo Medio
25,24996,RENT,3.0,DEBTCONSOLIDATION,C,7500,12.98,0,0.3,N,2,32.11262,0,0,Riesgo Medio
24,72000,RENT,5.0,HOMEIMPROVEMENT,B,8000,10.0,0,0.11,N,2,18.728138,0,0,Riesgo Bajo
24,37000,MORTGAGE,8.0,VENTURE,B,10000,10.99,0,0.27,N,4,1.4401835,0,0,Riesgo Bajo
26,63180,OWN,4.0,HOMEIMPROVEMENT,C,5825,13.43,0,0.09,Y,2,0.27892658,0,0,Riesgo Bajo
31,30792,MORTGAGE,15.0,HOMEIMPROVEMENT,A,5000,8.32,0,0.16,N,9,69.49999,1,0,Riesgo Alto
24,46180,RENT,1.0,VENTURE,C,2500,13.98,1,0.05,Y,3,30.373383,0,1,Riesgo Medio
33,64000,MORTGAGE,3.0,VENTURE,A,8800,7.49,0,0.14,N,5,0.9484028,0,0,Riesgo Bajo
22,70550,RENT,4.0,MEDICAL,E,12000,15.68,1,0.14,N,3,93.27141,1,1,Riesgo Alto
25,41004,OWN,1.0,PERSONAL,B,12000,10.99,0,0.29,N,2,0.27507988,0,0,Riesgo Bajo
23,86000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,4800,16.0,1,0.06,Y,3,86.34888,1,1,Riesgo Alto
23,65000,RENT,0.0,VENTURE,A,9975,7.51,0,0.15,N,2,0.6355447,0,0,Riesgo Bajo
26,24000,RENT,0.0,VENTURE,B,3500,10.71,0,0.15,N,4,2.814837,0,0,Riesgo Bajo
27,54120,MORTGAGE,2.0,VENTURE,B,6000,11.36,0,0.11,N,6,1.7651474,0,0,Riesgo Bajo
26,45000,RENT,10.0,PERSONAL,D,11000,14.61,0,0.24,N,2,50.65422,1,0,Riesgo Alto
25,12000,OWN,9.0,EDUCATION,C,4500,13.16,1,0.38,Y,4,99.81985,1,1,Riesgo Alto
32,53100,MORTGAGE,14.0,MEDICAL,B,7500,11.26,0,0.14,N,10,29.339725,0,0,Riesgo Medio
28,53000,RENT,6.0,DEBTCONSOLIDATION,B,3500,11.49,0,0.07,N,6,29.204115,0,0,Riesgo Medio
30,60000,MORTGAGE,14.0,VENTURE,A,8000,7.51,0,0.13,N,10,0.41090903,0,0,Riesgo Bajo
23,21600,MORTGAGE,7.0,EDUCATION,A,2000,6.17,0,0.09,N,4,9.003749,0,0,Riesgo Bajo
28,44000,RENT,0.0,HOMEIMPROVEMENT,C,5000,12.99,1,0.11,Y,5,75.02849,1,1,Riesgo Alto
24,102000,MORTGAGE,6.0,VENTURE,B,9800,10.36,0,0.1,N,2,0.37291682,0,0,Riesgo Bajo
24,26400,RENT,4.0,MEDICAL,A,8875,6.62,1,0.34,N,4,98.5316,1,1,Riesgo Alto
24,40000,RENT,2.0,VENTURE,C,9600,14.65,0,0.24,N,4,40.11134,0,0,Riesgo Medio
22,37000,RENT,6.0,PERSONAL,A,6800,7.14,0,0.18,N,2,19.982103,0,0,Riesgo Bajo
24,35004,OTHER,6.0,MEDICAL,A,18225,9.63,1,0.52,N,3,50.979023,1,1,Riesgo Alto
24,52000,MORTGAGE,8.0,VENTURE,B,15000,10.0,0,0.29,N,4,0.9624071,0,0,Riesgo Bajo
25,57000,RENT,0.0,PERSONAL,C,15000,13.85,0,0.26,Y,2,31.285387,0,0,Riesgo Medio
27,26400,RENT,1.0,MEDICAL,C,2000,13.61,0,0.08,N,10,34.084145,0,0,Riesgo Medio
27,66300,MORTGAGE,11.0,MEDICAL,D,21000,15.62,1,0.27,Y,10,97.230736,1,1,Riesgo Alto
25,30000,OWN,0.0,PERSONAL,A,3425,6.17,0,0.11,N,2,0.77580184,0,0,Riesgo Bajo
37,117300,MORTGAGE,12.0,MEDICAL,A,10000,10.99,1,0.07,N,11,19.692095,0,1,Riesgo Bajo
32,45000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,5.79,0,0.11,N,5,8.8460455,0,0,Riesgo Bajo
29,45996,RENT,6.0,EDUCATION,B,3000,9.76,0,0.07,N,7,24.84045,0,0,Riesgo Medio
26,29400,RENT,1.0,HOMEIMPROVEMENT,C,17000,12.99,1,0.58,Y,2,99.68829,1,1,Riesgo Alto
22,54000,MORTGAGE,6.0,PERSONAL,A,7000,8.94,0,0.13,N,2,33.49694,0,0,Riesgo Medio
22,44000,MORTGAGE,2.0,PERSONAL,A,3500,5.99,0,0.08,N,2,18.740076,0,0,Riesgo Bajo
32,41464,MORTGAGE,16.0,DEBTCONSOLIDATION,A,3500,8.32,0,0.08,N,9,23.471865,0,0,Riesgo Medio
31,59534,RENT,5.0,PERSONAL,D,15000,15.21,0,0.25,Y,10,62.49484,1,0,Riesgo Alto
23,74000,MORTGAGE,7.0,EDUCATION,B,12000,11.58,0,0.16,N,2,21.088495,0,0,Riesgo Medio
30,42000,OWN,7.0,EDUCATION,A,1200,6.62,0,0.03,N,8,0.37251812,0,0,Riesgo Bajo
26,51356,RENT,4.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.12,N,4,14.50544,0,0,Riesgo Bajo
21,33000,OWN,4.0,EDUCATION,D,5000,14.61,0,0.15,Y,3,0.40900293,0,0,Riesgo Bajo
21,29000,RENT,0.0,EDUCATION,D,4000,14.83,1,0.14,N,4,97.10307,1,1,Riesgo Alto
22,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4750,10.99,0,0.12,N,3,23.44967,0,0,Riesgo Medio
31,73000,RENT,2.0,VENTURE,A,7000,7.9,0,0.1,N,7,1.5162994,0,0,Riesgo Bajo
33,125000,RENT,5.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.2,N,5,16.858068,0,0,Riesgo Bajo
25,69996,MORTGAGE,3.0,PERSONAL,B,25000,10.62,0,0.36,N,3,21.32066,0,0,Riesgo Medio
23,72000,MORTGAGE,7.0,EDUCATION,A,6400,7.51,0,0.09,N,2,7.214619,0,0,Riesgo Bajo
23,58600,MORTGAGE,6.0,PERSONAL,A,7800,7.9,0,0.13,N,4,22.849876,0,0,Riesgo Medio
25,32000,RENT,3.0,VENTURE,C,10000,12.99,1,0.31,Y,2,99.01711,1,1,Riesgo Alto
34,30000,RENT,5.0,VENTURE,A,4200,5.79,0,0.14,N,5,1.7412053,0,0,Riesgo Bajo
29,48000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,5000,5.99,0,0.1,N,8,17.509968,0,0,Riesgo Bajo
22,54000,RENT,0.0,DEBTCONSOLIDATION,C,7000,13.61,0,0.13,N,4,41.085663,0,0,Riesgo Medio
23,69743,MORTGAGE,7.0,PERSONAL,D,1000,14.11,0,0.01,N,3,39.075985,0,0,Riesgo Medio
22,42000,RENT,0.0,VENTURE,C,2500,13.92,0,0.06,Y,3,32.984013,0,0,Riesgo Medio
25,59000,RENT,2.0,VENTURE,B,7800,12.21,0,0.13,N,2,2.932505,0,0,Riesgo Bajo
24,50000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,11000,16.89,0,0.22,Y,2,63.279648,1,0,Riesgo Alto
24,132652,MORTGAGE,8.0,MEDICAL,A,28000,8.49,0,0.21,N,3,7.6087446,0,0,Riesgo Bajo
22,57500,RENT,1.0,DEBTCONSOLIDATION,B,9100,11.49,0,0.16,N,4,31.041012,0,0,Riesgo Medio
22,44094,RENT,1.0,PERSONAL,A,3600,7.37,0,0.08,N,2,26.777714,0,0,Riesgo Medio
21,25000,RENT,1.0,PERSONAL,A,10000,10.99,1,0.4,N,4,99.37163,1,1,Riesgo Alto
22,29004,RENT,0.0,HOMEIMPROVEMENT,D,1200,15.7,1,0.04,Y,4,99.71769,1,1,Riesgo Alto
22,98656,MORTGAGE,3.0,EDUCATION,C,7500,13.06,1,0.08,Y,3,11.723843,0,1,Riesgo Bajo
24,50000,MORTGAGE,2.0,PERSONAL,A,6000,7.51,0,0.12,N,3,8.97439,0,0,Riesgo Bajo
28,65000,RENT,2.0,MEDICAL,C,7200,13.98,0,0.11,Y,8,19.235931,0,0,Riesgo Bajo
30,114000,MORTGAGE,14.0,MEDICAL,A,7200,6.03,0,0.06,N,8,2.827314,0,0,Riesgo Bajo
25,102211,MORTGAGE,3.0,DEBTCONSOLIDATION,B,15000,11.58,0,0.15,N,2,15.860133,0,0,Riesgo Bajo
26,123996,MORTGAGE,10.0,MEDICAL,A,2000,5.42,0,0.02,N,4,4.8997116,0,0,Riesgo Bajo
38,26000,RENT,0.0,VENTURE,C,5200,13.43,0,0.2,N,15,28.22394,0,0,Riesgo Medio
24,40000,MORTGAGE,6.0,VENTURE,B,10000,9.91,0,0.25,N,3,0.5944635,0,0,Riesgo Bajo
25,41496,RENT,7.0,EDUCATION,B,5000,10.83,1,0.12,N,3,31.184074,0,1,Riesgo Medio
29,56000,OWN,5.0,EDUCATION,A,9200,6.03,0,0.16,N,9,0.2932066,0,0,Riesgo Bajo
35,68231,RENT,3.0,EDUCATION,C,22400,12.99,1,0.33,Y,7,99.24304,1,1,Riesgo Alto
23,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.36,0,0.07,N,4,15.392843,0,0,Riesgo Bajo
27,28800,RENT,6.0,EDUCATION,D,5000,14.96,0,0.17,Y,5,47.139133,0,0,Riesgo Medio
24,42000,MORTGAGE,8.0,PERSONAL,D,2500,15.28,0,0.06,Y,2,54.658413,1,0,Riesgo Alto
22,90000,RENT,5.0,MEDICAL,B,15000,11.49,0,0.17,N,4,16.085726,0,0,Riesgo Bajo
24,25000,RENT,0.0,HOMEIMPROVEMENT,B,8500,12.21,1,0.34,N,2,99.47072,1,1,Riesgo Alto
22,103000,MORTGAGE,2.0,MEDICAL,B,6000,10.99,0,0.06,N,4,13.960938,0,0,Riesgo Bajo
25,105000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.11,N,2,14.1257105,0,0,Riesgo Bajo
23,65000,MORTGAGE,3.0,EDUCATION,A,8000,7.14,0,0.12,N,4,3.4590588,0,0,Riesgo Bajo
24,64000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.16,N,4,29.63305,0,0,Riesgo Medio
31,47700,RENT,2.0,MEDICAL,B,12000,11.99,0,0.25,N,6,25.324568,0,0,Riesgo Medio
22,100000,MORTGAGE,3.0,EDUCATION,B,12000,11.11,0,0.12,N,4,8.201555,0,0,Riesgo Bajo
25,39600,RENT,2.0,MEDICAL,B,12000,10.99,0,0.3,N,2,37.64202,0,0,Riesgo Medio
24,109000,MORTGAGE,9.0,VENTURE,B,15250,11.14,0,0.14,N,4,0.84697765,0,0,Riesgo Bajo
27,38004,RENT,5.0,EDUCATION,C,15000,12.73,1,0.39,N,10,98.93206,1,1,Riesgo Alto
49,86400,RENT,7.0,PERSONAL,A,16875,7.51,0,0.2,N,14,7.2209706,0,0,Riesgo Bajo
30,68803,RENT,3.0,MEDICAL,A,2000,6.17,0,0.03,N,10,8.075748,0,0,Riesgo Bajo
25,48500,OTHER,1.0,PERSONAL,E,19500,15.57,1,0.4,N,3,84.67907,1,1,Riesgo Alto
22,40000,RENT,1.0,MEDICAL,B,6000,12.69,0,0.15,N,4,27.02448,0,0,Riesgo Medio
29,100000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,7000,9.88,0,0.07,N,10,11.035166,0,0,Riesgo Bajo
26,43200,MORTGAGE,11.0,VENTURE,C,6000,12.87,0,0.14,N,3,35.212093,0,0,Riesgo Medio
28,125000,OWN,4.0,PERSONAL,A,10000,7.51,0,0.08,N,8,0.25597358,0,0,Riesgo Bajo
26,80000,MORTGAGE,10.0,EDUCATION,D,15000,16.07,0,0.19,N,2,19.424122,0,0,Riesgo Bajo
27,119000,OWN,5.0,EDUCATION,A,5000,7.51,0,0.04,N,5,0.3544583,0,0,Riesgo Bajo
24,66000,RENT,2.0,PERSONAL,D,18000,14.54,1,0.27,Y,4,93.88137,1,1,Riesgo Alto
34,357000,MORTGAGE,3.0,HOMEIMPROVEMENT,E,14000,18.64,0,0.04,Y,9,38.313274,0,0,Riesgo Medio
28,76500,MORTGAGE,12.0,MEDICAL,B,10000,12.42,0,0.13,N,7,29.103989,0,0,Riesgo Medio
